CARTON 1;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CARTON 2;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10
0436;8;9;14;15;28;31;43;54;57;59;2;6;9;15;29;35;37;50;56;59;5;6;9;13;19;23;26;28;42;59;1036;6;10;12;19;23;30;34;42;51;52;4;10;20;27;29;32;40;47;48;59;11;23;31;35;40;44;46;48;53;56
0437;2;7;13;21;22;25;27;35;45;53;1;2;4;13;14;21;32;43;46;58;15;18;19;23;25;28;39;47;54;58;1037;8;9;13;22;30;34;44;48;54;58;5;7;20;28;31;34;38;47;50;57;1;11;15;28;36;40;41;42;46;53
0438;1;4;14;20;21;27;32;40;43;44;7;16;21;35;38;44;52;55;57;60;1;3;19;20;29;34;35;37;56;60;1038;1;15;18;32;34;37;41;42;46;47;3;11;15;16;20;21;24;43;46;55;1;8;11;13;15;21;22;24;34;53
0439;13;17;22;30;38;39;47;48;52;53;2;9;11;14;15;20;40;41;42;50;4;13;15;21;24;30;40;42;47;57;1039;1;5;7;9;12;14;42;55;56;57;2;10;18;21;28;31;38;39;47;52;5;8;16;20;23;27;31;36;40;46
0440;10;20;21;24;27;31;41;49;57;59;3;6;11;14;15;24;32;43;55;57;4;7;25;33;36;38;39;43;46;51;1040;3;5;10;21;22;27;43;47;50;58;5;6;22;24;25;35;47;52;55;57;3;10;15;19;27;30;31;35;40;48
0441;4;9;13;19;22;26;29;35;36;56;10;15;16;19;22;30;34;39;44;55;5;6;9;11;18;27;42;45;51;54;1041;6;10;11;12;37;39;41;43;48;58;10;12;18;25;26;27;34;39;50;53;5;12;13;14;18;20;22;26;48;50
0442;8;15;16;20;21;25;32;35;55;60;4;13;25;31;36;37;50;55;58;60;2;10;13;19;22;23;24;50;55;56;1042;15;30;34;35;37;38;39;55;56;59;4;5;8;17;23;27;28;36;48;54;14;18;23;35;37;38;42;44;47;51
0443;4;5;14;17;26;31;45;50;55;58;1;6;8;13;20;27;41;48;50;54;4;9;10;19;25;30;36;39;42;45;1043;5;7;20;30;35;45;50;51;54;58;7;19;22;23;24;33;40;44;53;60;7;22;23;27;40;49;51;52;53;54
0444;4;5;16;26;43;46;50;54;55;58;1;4;8;24;26;30;37;39;44;54;11;15;20;21;24;26;27;33;44;49;1044;2;4;18;24;25;26;34;37;43;53;5;14;18;19;20;25;26;37;40;41;2;8;15;17;23;24;33;39;44;56
0445;12;16;19;23;33;37;38;40;45;50;8;9;12;32;33;41;47;51;54;57;7;10;14;28;31;32;35;36;37;54;1045;9;13;18;28;30;32;36;49;50;52;6;7;20;24;34;36;40;49;50;52;2;7;17;19;23;26;34;50;52;53
0446;1;6;13;14;33;34;44;47;49;54;4;7;13;23;36;37;48;53;59;60;5;8;26;27;31;41;47;53;57;60;1046;3;5;10;15;16;17;25;31;42;50;13;22;28;34;35;42;44;45;47;54;5;22;27;33;34;36;40;48;53;60
0447;1;2;15;29;31;40;50;57;58;59;3;5;16;25;28;32;37;42;53;55;6;7;16;21;26;37;40;47;48;57;1047;1;22;26;27;35;50;52;53;55;59;5;7;9;12;16;19;38;42;46;57;17;25;27;40;41;48;51;55;58;60
0448;10;11;13;16;18;22;28;30;32;46;12;15;16;18;23;25;34;47;53;54;5;9;10;12;35;39;40;43;47;51;1048;7;17;23;35;36;46;48;52;54;58;1;6;7;9;22;29;41;46;54;57;1;12;14;18;21;27;36;39;53;59
0449;12;13;23;24;26;29;36;41;51;57;9;16;23;26;28;31;32;36;41;54;4;13;16;22;23;28;48;50;54;60;1049;5;11;17;21;26;40;45;49;53;56;6;9;14;24;36;37;45;51;56;60;4;9;11;15;20;26;35;45;49;54
0450;8;9;15;16;19;21;29;37;38;45;3;7;16;17;19;20;25;31;53;56;1;5;6;8;22;26;34;36;42;47;1050;2;13;14;16;28;32;42;46;55;59;8;30;36;42;47;48;53;54;55;57;5;6;13;15;16;19;21;27;38;43
0451;4;21;25;26;37;38;52;54;58;59;2;9;13;20;21;42;45;46;55;59;8;13;16;17;30;36;40;44;49;51;1051;12;13;15;22;24;25;27;37;42;56;7;9;15;21;27;28;38;42;43;59;1;3;13;17;22;23;25;28;40;44
0452;22;24;25;34;41;44;49;52;56;60;2;5;14;16;18;22;33;39;42;53;10;15;19;25;26;34;41;42;47;52;1052;2;5;24;29;35;37;42;51;54;55;2;4;11;13;30;41;43;52;53;60;1;12;14;15;27;28;38;50;55;60
0453;4;12;13;25;29;38;41;50;53;56;4;6;11;17;25;31;32;40;48;54;4;13;17;20;29;35;37;38;39;48;1053;8;20;21;22;31;32;41;55;57;58;1;10;15;16;18;22;26;29;36;37;2;21;29;31;33;34;36;50;51;53
0454;5;19;26;33;42;43;44;49;58;59;6;22;26;30;33;35;37;44;45;46;13;18;19;27;28;30;41;47;51;56;1054;4;15;17;22;24;31;39;40;43;57;4;13;20;23;33;36;53;56;58;59;9;16;26;36;38;41;43;46;49;54
0455;3;23;25;26;30;35;40;42;45;55;15;22;27;36;42;43;44;45;59;60;14;17;24;26;34;38;51;52;55;60;1055;1;5;9;19;22;27;36;49;52;54;6;7;18;27;35;47;48;51;52;60;7;8;13;14;31;32;37;40;48;53
0456;15;20;23;31;34;39;45;50;52;55;3;6;7;8;13;22;33;40;54;57;2;8;11;15;18;26;28;34;35;40;1056;2;4;20;40;46;49;52;56;58;60;1;10;16;21;29;30;42;45;54;59;1;3;7;11;27;41;47;48;52;57
0457;4;6;15;16;34;35;38;43;47;48;1;6;9;13;14;19;22;37;51;56;11;14;18;32;45;51;52;55;56;57;1057;18;22;24;25;31;32;46;49;50;55;4;6;7;21;29;38;39;45;50;58;7;9;10;15;18;28;42;45;51;54
0458;2;4;9;11;13;18;19;27;31;40;1;13;21;22;23;25;34;42;43;44;7;8;22;25;26;29;44;53;56;58;1058;11;12;13;30;31;45;46;47;53;58;5;12;14;18;24;26;41;51;57;58;1;8;11;13;14;24;33;47;56;60
0459;1;8;30;34;40;41;45;56;58;59;9;10;15;24;27;34;39;40;42;49;6;9;17;19;21;29;35;39;41;58;1059;5;7;26;31;37;40;41;52;55;57;1;3;5;10;18;31;44;53;59;60;5;10;13;17;21;29;32;33;38;48
0460;3;23;24;29;39;46;51;55;59;60;1;5;7;8;16;22;28;33;34;59;9;15;29;40;42;47;50;51;53;56;1060;5;10;16;20;25;32;34;35;47;49;5;9;21;30;32;42;44;46;47;54;7;8;11;12;15;21;25;38;42;53
0461;3;15;29;33;35;44;45;52;54;55;5;11;16;27;37;41;52;53;56;60;8;20;28;29;31;35;39;47;56;57;1061;1;6;7;15;30;32;35;41;43;48;4;7;11;22;25;31;34;39;44;51;3;11;12;14;16;23;38;44;52;55
0462;5;23;25;28;31;34;51;53;58;59;11;18;19;23;24;29;30;49;50;52;2;3;5;6;10;12;15;24;36;60;1062;5;8;16;25;27;30;33;48;50;55;2;7;11;18;21;27;34;50;51;52;4;5;15;16;17;18;21;27;48;57
0463;3;16;22;25;31;37;43;47;50;59;8;9;21;31;32;38;39;50;52;56;20;22;25;26;27;33;38;39;41;58;1063;17;20;21;33;36;37;41;45;46;57;2;8;20;25;26;27;39;41;46;55;3;5;15;22;33;46;48;51;55;59
0464;2;21;29;32;37;41;44;47;50;57;1;4;6;7;20;29;30;45;48;51;6;12;41;44;45;51;55;56;57;60;1064;5;8;16;27;31;32;33;34;36;43;2;4;18;20;27;30;36;48;54;55;4;10;12;29;43;46;50;54;55;58
0465;4;5;17;19;23;24;40;45;49;51;5;21;24;34;39;46;51;52;55;59;4;33;40;43;45;47;48;49;50;54;1065;2;15;21;23;31;38;42;45;51;56;1;2;6;12;26;38;44;49;53;57;14;19;24;32;37;40;46;48;56;59
0466;5;11;21;22;24;28;31;37;50;53;4;13;19;20;44;47;51;52;55;60;2;8;15;17;30;37;39;40;43;58;1066;2;11;16;24;25;27;30;44;53;58;7;20;25;28;34;41;47;50;58;59;5;11;17;18;19;25;37;52;55;57
0467;3;5;12;33;36;46;51;52;54;55;4;7;10;13;14;15;32;38;42;60;5;7;10;13;24;28;31;41;54;56;1067;3;13;16;24;25;26;28;31;44;60;3;7;8;13;21;23;24;46;49;58;3;7;18;25;33;34;35;37;45;58
0468;1;10;13;16;20;41;45;46;50;60;5;9;11;21;30;36;37;46;57;59;3;9;14;39;46;52;53;55;58;60;1068;4;14;16;18;23;33;46;47;49;57;3;4;10;23;26;30;37;40;44;57;7;12;17;24;30;34;36;43;47;49
0469;2;15;22;31;35;36;44;50;55;59;3;6;19;28;33;38;47;48;58;60;2;8;9;17;19;33;38;40;49;50;1069;7;10;14;15;17;28;40;48;51;60;5;12;15;19;25;30;37;46;52;58;17;21;26;33;38;44;50;55;58;60
0470;2;18;21;29;32;35;48;51;54;57;2;3;8;13;14;16;28;35;40;44;5;15;17;24;34;43;47;49;51;60;1070;1;4;7;17;18;20;25;32;37;59;1;3;22;29;31;35;46;47;48;53;18;19;27;28;29;39;40;54;56;59
0471;4;12;22;23;28;38;39;41;54;59;8;20;38;39;48;53;55;56;57;58;12;16;18;24;27;34;39;41;47;54;1071;1;2;4;10;17;21;30;46;56;60;4;8;17;18;19;21;27;30;32;57;1;2;5;8;9;13;22;40;42;52
0472;8;11;25;26;38;41;42;47;54;59;4;16;19;28;31;34;37;38;57;58;1;12;16;28;29;35;36;42;58;60;1072;23;26;31;36;37;38;40;42;51;54;6;13;19;21;23;31;32;36;56;58;1;12;17;19;22;24;26;31;43;53
0473;6;17;26;32;33;37;48;50;54;58;8;9;13;15;16;24;30;38;48;59;1;9;12;18;22;25;27;38;47;55;1073;7;16;29;30;31;36;42;53;55;60;3;4;11;15;18;21;25;26;32;33;14;19;25;27;28;31;32;40;51;55
0474;6;12;16;18;19;29;32;37;39;51;2;14;17;27;29;33;36;43;48;54;5;8;14;16;18;20;31;32;39;49;1074;7;8;11;17;22;31;36;37;57;58;1;15;21;26;31;33;39;44;48;57;3;9;13;14;22;27;29;33;41;58
0475;11;12;14;16;20;25;28;34;54;58;3;5;8;11;30;33;39;52;53;54;11;18;25;31;32;34;40;46;51;60;1075;3;4;7;18;19;26;32;33;48;59;10;16;21;22;29;30;35;38;39;42;1;5;14;22;23;24;28;35;46;57
0476;4;5;9;18;21;25;26;27;36;42;4;7;9;13;26;32;38;40;47;52;3;4;11;18;20;22;26;36;46;51;1076;2;6;19;27;28;29;35;36;39;43;1;5;6;16;30;37;38;43;44;52;2;3;5;13;15;20;30;39;46;56
0477;8;11;12;27;43;44;46;53;55;56;2;13;14;22;27;32;33;40;44;58;4;8;14;17;18;28;31;33;39;52;1077;2;10;22;23;26;36;39;49;54;58;6;12;24;28;32;33;46;51;58;59;5;12;14;16;24;32;34;37;38;57
0478;8;16;17;37;41;43;47;51;52;60;12;14;15;35;38;40;43;51;52;55;3;11;31;36;37;42;53;54;55;59;1078;1;6;7;9;22;23;25;26;39;55;7;11;17;22;29;32;37;39;40;48;20;23;26;31;40;43;46;50;51;55
0479;2;3;4;15;17;21;33;34;54;56;5;6;7;31;33;44;47;51;54;56;1;5;10;28;32;33;35;50;55;59;1079;9;12;16;19;29;30;38;39;53;56;6;11;15;19;29;42;43;48;55;60;8;9;11;14;17;20;26;31;40;55
0480;1;2;3;6;10;31;35;45;52;59;7;20;21;26;33;41;47;50;52;60;17;22;24;30;36;37;40;44;49;58;1080;2;11;22;31;36;39;43;44;46;56;3;8;18;28;33;37;39;43;48;50;10;11;16;17;21;22;35;41;43;44
0481;5;7;19;25;37;43;49;50;52;58;7;11;24;31;32;34;47;49;50;53;10;13;18;20;23;45;46;53;54;56;1081;10;17;18;40;41;43;44;46;58;59;1;5;21;25;27;28;30;33;45;51;15;17;24;34;35;38;41;45;50;58
0482;27;30;32;36;40;44;46;47;51;52;1;6;14;31;39;41;46;55;58;60;5;13;20;23;27;38;39;40;53;56;1082;8;12;13;15;29;30;50;51;56;58;2;7;14;30;32;46;48;53;56;60;1;2;5;20;22;24;42;51;59;60
0483;11;18;21;23;27;38;42;45;46;55;10;14;16;21;22;26;40;41;44;53;4;18;31;35;37;40;45;47;56;58;1083;1;4;11;22;31;32;36;41;51;52;16;19;21;22;24;27;31;42;46;51;1;2;21;25;35;38;47;48;50;60
0484;14;20;22;25;28;37;44;46;48;51;5;7;13;18;19;24;28;32;34;47;11;13;14;15;18;31;32;46;50;53;1084;7;9;11;18;20;30;32;35;44;45;4;7;9;20;22;26;29;52;54;59;5;6;11;15;20;21;32;39;55;56
0485;1;2;13;21;32;36;38;47;53;54;1;26;32;36;37;40;41;46;52;55;2;6;8;11;24;31;34;42;49;57;1085;7;10;15;22;33;35;39;42;43;46;3;4;22;30;35;38;39;41;50;56;5;11;18;29;33;39;46;50;51;52
0486;5;7;9;12;25;32;36;41;50;60;7;18;19;20;21;34;35;47;56;57;12;14;16;19;20;21;23;32;56;60;1086;8;13;14;21;24;25;44;46;50;52;4;5;13;30;31;35;40;41;54;57;2;10;17;20;25;29;35;42;46;58
0487;1;2;17;22;23;24;38;42;46;54;1;18;20;25;27;31;38;39;48;59;13;21;24;25;33;36;40;48;54;57;1087;6;13;14;17;27;33;38;45;46;60;7;14;18;20;30;31;36;39;41;60;1;6;7;11;19;24;40;50;57;59
0488;5;11;20;27;31;34;36;37;45;59;10;13;32;35;36;43;45;46;57;58;2;3;6;7;9;26;28;49;50;52;1088;9;11;15;16;21;27;35;39;40;56;1;11;29;30;34;36;44;48;56;60;2;4;13;18;32;33;36;45;58;60
0489;5;6;7;8;17;21;29;52;56;57;3;30;41;43;44;47;49;54;57;59;4;8;9;10;14;16;23;24;27;49;1089;3;11;16;31;38;39;42;43;46;55;2;6;18;20;25;31;39;41;47;59;5;15;16;17;23;37;43;46;51;55
0490;3;8;14;18;31;43;54;57;59;60;7;25;31;42;43;47;51;53;57;60;5;27;31;33;39;40;42;46;49;59;1090;9;11;15;28;31;37;44;46;48;51;8;11;12;15;16;20;27;28;35;50;5;6;10;15;21;27;32;45;47;54
0491;2;5;14;16;24;30;33;51;55;57;1;12;25;28;30;32;39;45;52;59;12;16;22;24;32;34;45;46;52;55;1091;2;3;16;25;27;30;34;42;52;58;2;23;34;35;48;50;51;52;55;58;1;14;18;22;25;26;28;33;39;55
0492;1;11;16;20;22;33;35;37;56;57;7;23;25;27;29;32;34;37;38;56;1;6;14;15;18;23;31;42;43;55;1092;2;5;9;17;18;20;28;41;49;59;6;7;9;12;13;15;23;40;42;52;6;13;16;17;19;38;41;44;48;53
0493;7;8;22;23;29;39;42;43;50;57;5;8;9;19;23;30;39;49;52;55;3;12;20;34;38;39;45;49;50;55;1093;8;29;30;32;38;39;41;44;47;52;4;7;23;35;36;42;47;50;51;59;6;8;9;21;33;36;46;55;58;60
0494;2;5;21;27;43;44;53;55;57;59;8;10;12;31;42;44;45;48;50;56;2;8;12;18;22;37;38;39;57;59;1094;2;4;11;13;27;31;32;40;43;59;3;4;5;9;16;17;25;29;43;55;7;11;23;33;38;41;44;54;56;60
0495;9;11;13;25;33;35;40;42;43;49;8;9;13;16;20;23;26;39;40;44;6;9;18;28;30;31;35;42;54;58;1095;7;13;14;18;19;23;36;42;49;51;8;17;26;28;30;31;33;49;50;60;3;4;10;11;21;27;37;39;49;56
0496;2;5;9;11;19;39;50;53;54;57;1;10;17;27;28;36;38;41;42;55;1;11;12;13;16;20;21;23;35;36;1096;12;19;22;24;29;30;33;38;54;57;5;10;13;14;28;34;38;43;50;58;8;9;12;14;15;21;41;43;55;59
0497;16;21;28;30;31;32;35;43;49;58;4;24;27;34;40;42;46;48;49;59;5;6;10;11;17;24;34;49;52;60;1097;19;24;26;28;30;33;34;35;38;39;2;19;20;25;28;31;45;48;57;58;5;9;19;20;23;33;36;41;45;54
0498;10;21;23;25;30;31;36;39;44;60;2;7;12;19;29;31;35;43;51;55;2;8;10;14;15;42;46;47;55;59;1098;4;7;8;9;15;30;32;47;50;56;4;12;13;15;34;42;43;47;53;57;15;17;24;26;28;29;35;38;52;54
0499;1;13;18;25;34;41;43;45;47;49;3;5;12;16;19;22;27;30;37;41;7;11;12;29;30;31;32;33;34;48;1099;5;20;22;28;32;36;40;43;47;53;8;13;27;29;32;39;46;48;51;56;17;23;25;27;32;37;47;50;56;60
0500;10;15;20;30;31;32;34;36;41;43;1;6;10;15;17;28;36;39;40;49;3;15;16;22;28;30;39;47;54;57;1100;6;7;13;27;34;36;40;45;50;57;2;3;4;17;21;35;46;56;57;59;1;2;19;21;23;26;29;40;51;60
0501;14;15;20;26;28;33;37;39;40;60;2;13;24;25;33;46;47;51;57;59;3;12;22;33;37;38;44;48;52;56;1101;17;27;31;33;48;49;52;55;56;58;11;21;22;26;30;32;40;42;48;58;3;5;18;20;21;34;39;40;59;60
0502;2;4;10;27;31;44;45;51;54;55;1;7;14;16;22;24;35;45;50;58;1;16;19;26;28;40;42;46;52;60;1102;1;7;11;13;14;18;36;37;50;58;2;4;6;12;36;45;46;52;54;56;2;5;6;18;21;43;51;54;55;60
0503;10;13;15;35;36;38;43;55;56;57;3;11;24;29;32;37;38;40;44;47;3;5;9;12;13;22;24;27;34;48;1103;5;8;30;31;32;40;45;51;58;60;8;11;16;21;26;33;36;37;50;53;14;17;22;23;43;44;49;50;53;54
0504;9;11;15;18;21;26;30;32;45;48;18;21;23;31;38;40;44;52;53;54;6;10;29;40;41;44;45;48;51;58;1104;3;4;5;16;30;36;44;48;53;59;3;7;10;15;26;28;37;46;48;54;10;20;27;28;33;34;45;48;49;60
0505;3;10;17;24;26;28;42;48;50;53;10;21;25;29;35;41;44;47;57;58;1;2;8;20;26;27;31;32;33;42;1105;4;12;17;25;29;39;45;49;51;54;5;20;21;28;38;40;50;52;53;56;5;19;23;28;29;33;46;47;52;59
0506;6;8;17;22;25;30;35;41;42;46;15;26;27;28;33;34;41;43;51;60;1;4;19;21;22;23;26;31;32;39;1106;15;20;21;22;24;27;37;41;51;57;1;3;4;12;14;22;27;47;48;59;12;17;18;22;34;48;50;51;56;60
0507;3;6;16;17;25;31;37;46;52;60;4;23;26;32;38;47;51;52;54;58;2;3;10;11;23;35;37;45;46;53;1107;1;4;9;19;23;24;33;40;50;53;3;12;13;19;20;40;41;51;56;59;3;5;14;39;43;46;51;52;53;54
0508;7;9;10;27;34;39;44;52;54;56;5;6;14;15;34;37;40;47;48;55;8;11;15;23;28;29;36;39;48;49;1108;11;14;17;22;26;36;51;52;53;57;3;4;11;19;23;24;35;46;51;60;2;10;11;17;18;30;32;34;55;57
0509;14;17;20;28;29;30;32;43;48;55;2;5;20;39;40;45;48;50;53;56;9;12;19;20;25;27;30;31;42;59;1109;18;20;33;35;40;43;44;49;52;54;11;15;16;24;29;34;35;42;53;57;5;12;20;21;24;27;29;33;35;40
0510;1;2;8;21;28;29;31;36;41;60;5;8;19;21;28;30;33;38;49;50;5;13;17;23;26;35;40;50;52;55;1110;8;15;17;25;33;36;37;47;54;58;1;7;21;26;29;35;37;40;50;55;2;11;12;14;18;24;42;52;53;59
0511;6;7;17;19;23;30;44;51;57;58;5;16;21;30;32;38;42;47;51;56;8;9;12;22;23;24;40;47;49;52;1111;4;19;27;28;37;38;39;43;49;55;9;16;28;29;30;38;41;46;50;53;2;8;12;16;23;28;38;48;55;58
0512;4;6;8;11;17;22;47;51;52;59;1;5;6;20;32;35;39;43;50;53;3;7;10;12;44;45;47;55;59;60;1112;11;12;20;21;23;32;44;45;49;54;5;9;13;28;36;44;45;57;58;59;16;21;22;30;31;34;40;42;50;57
0513;15;22;35;40;45;48;52;53;56;59;18;27;28;29;30;33;37;46;49;60;10;17;19;23;28;33;45;55;57;59;1113;8;15;17;21;37;39;50;53;57;60;1;17;18;27;41;47;48;50;51;60;3;18;22;30;31;32;38;41;42;53
0514;1;10;16;18;20;41;48;52;53;55;4;24;25;29;32;37;42;47;49;52;2;9;16;22;28;31;34;39;42;48;1114;2;10;12;15;27;43;46;47;52;58;3;10;16;20;21;24;34;38;40;46;3;9;12;17;30;37;48;52;58;60
0515;2;4;6;11;13;32;40;47;53;55;1;5;10;12;18;20;28;32;38;42;7;18;22;25;27;38;41;42;54;57;1115;1;3;7;8;12;15;18;47;49;57;6;22;28;41;42;47;50;51;54;60;8;11;17;19;27;29;39;46;47;60
0516;1;3;5;16;17;21;39;49;53;55;4;9;15;17;22;23;34;40;48;52;3;21;26;28;31;32;40;50;55;56;1116;7;8;15;18;23;37;43;53;56;59;6;20;23;25;37;43;45;51;57;60;2;3;17;22;24;25;28;29;37;45
0517;3;7;13;14;18;41;44;46;53;58;2;3;7;10;26;27;37;45;47;57;4;6;13;18;27;41;42;43;46;58;1117;1;7;10;13;18;20;33;36;42;44;3;28;29;36;41;46;51;53;56;57;4;25;28;39;41;42;46;54;57;58
0518;11;15;21;30;33;39;42;52;55;59;2;5;12;21;24;28;46;49;51;52;12;21;23;27;32;42;47;52;56;58;1118;2;12;26;28;29;44;47;48;55;58;3;13;14;18;23;27;31;40;45;60;6;15;17;19;30;36;38;47;55;56
0519;3;5;8;9;11;16;22;35;40;54;13;14;17;26;28;30;39;49;53;60;4;6;13;16;25;28;37;50;54;59;1119;4;16;23;30;39;44;46;53;55;60;5;11;13;28;30;39;42;50;57;59;2;7;8;18;19;22;37;39;44;46
0520;10;12;18;23;37;49;50;56;57;58;2;10;13;17;24;30;50;57;58;59;8;13;14;19;20;24;33;41;47;54;1120;6;7;10;21;25;34;39;41;47;53;1;3;8;9;11;25;27;30;40;41;4;5;8;10;13;21;30;31;55;59
0521;4;14;19;29;34;36;40;43;46;51;6;7;10;16;19;32;48;51;55;57;1;4;23;27;43;46;51;54;55;57;1121;5;8;13;27;33;34;35;39;44;53;18;20;30;37;44;49;50;51;54;55;4;8;14;25;28;31;42;44;52;56
0522;1;4;6;7;10;14;30;31;37;49;1;10;11;15;19;23;25;26;36;47;3;5;11;20;26;30;38;41;46;58;1122;5;7;13;19;20;33;36;37;44;50;6;8;16;21;32;35;42;45;52;53;3;17;21;23;29;40;42;45;51;52
0523;14;18;20;29;31;32;34;35;43;49;17;19;21;22;28;29;30;38;45;54;6;11;14;17;30;32;34;36;49;58;1123;2;4;10;18;23;24;29;41;46;57;5;18;22;23;28;34;44;51;57;60;3;8;20;24;30;34;35;42;47;55
0524;1;5;19;31;36;41;47;50;51;56;2;11;12;21;26;44;47;51;55;57;1;13;17;18;19;22;42;49;50;60;1124;6;7;10;30;34;40;41;58;59;60;15;19;20;21;22;27;28;29;45;55;9;10;26;31;33;35;37;40;45;55
0525;1;6;18;19;27;34;41;56;58;60;8;9;14;16;19;25;26;27;41;50;4;5;11;22;24;29;35;39;43;48;1125;9;29;33;34;48;50;51;53;59;60;1;3;5;14;18;24;29;31;56;60;5;20;23;26;29;39;40;46;49;55
0526;1;11;12;13;17;20;32;35;39;51;5;7;12;13;23;26;33;41;52;54;2;16;17;19;24;29;34;37;44;49;1126;6;7;16;19;22;24;30;36;50;59;2;5;18;24;33;35;39;42;48;54;3;4;6;7;8;9;14;23;35;55
0527;3;12;13;26;27;29;42;44;54;59;11;23;24;25;26;31;34;38;51;60;5;9;11;15;26;27;30;43;54;57;1127;1;4;5;9;23;29;44;49;50;53;8;14;24;26;31;33;34;40;57;58;9;13;18;25;29;30;31;36;44;47
0528;1;4;5;6;8;24;31;41;53;59;6;19;21;25;26;31;33;48;50;59;2;3;12;16;22;36;46;47;50;57;1128;2;11;17;25;29;31;32;33;38;57;1;23;26;27;33;36;49;51;52;57;9;16;27;39;44;47;50;51;52;53
0529;1;2;15;19;20;26;30;42;52;56;4;5;10;18;23;37;38;41;44;58;2;11;12;27;28;50;51;54;58;59;1129;12;17;19;29;31;32;35;49;50;53;7;10;16;17;27;30;36;38;43;50;1;2;4;10;13;23;24;25;26;49
0530;5;9;10;15;18;19;27;31;37;44;2;7;10;28;32;35;44;46;59;60;3;9;18;29;37;38;39;40;41;49;1130;2;11;15;17;23;25;50;51;53;57;6;14;17;20;22;33;42;51;56;58;14;19;24;25;32;33;38;43;51;58
0531;2;4;8;27;31;37;43;48;55;58;1;9;18;26;30;33;35;45;53;60;3;4;8;35;38;39;40;47;52;53;1131;3;4;42;44;45;46;52;53;55;57;3;16;21;22;28;30;32;41;55;58;15;20;22;27;29;37;38;43;55;57
0532;5;12;17;18;19;25;28;44;46;49;2;4;10;11;26;28;39;42;52;53;2;3;22;30;31;33;44;45;48;56;1132;8;10;12;13;18;34;45;51;52;56;12;15;16;17;18;26;43;50;51;59;2;13;16;23;32;34;46;47;52;53
0533;11;17;24;25;27;36;39;46;47;51;3;12;15;21;27;37;47;50;51;57;2;4;9;11;17;32;35;43;53;57;1133;1;8;10;28;30;31;32;33;55;56;4;15;20;31;35;38;43;45;50;59;1;2;10;16;17;21;31;35;44;59
0534;11;13;20;22;26;28;36;45;52;60;11;14;16;21;29;33;46;47;55;60;1;4;19;20;35;36;41;46;48;59;1134;1;11;18;24;28;35;38;49;57;58;10;17;19;22;28;31;42;43;48;53;1;2;6;11;15;23;28;33;38;57
0535;4;21;26;37;38;41;52;54;57;60;3;11;17;19;20;29;38;48;51;57;5;12;15;26;33;45;49;51;53;60;1135;1;2;5;8;11;27;29;31;49;55;10;19;20;28;30;36;39;40;42;49;19;28;34;36;37;38;46;48;52;57
0536;23;27;28;35;36;44;49;55;56;57;6;8;16;17;18;19;29;41;42;53;4;8;19;21;24;30;33;46;47;48;1136;1;6;7;12;21;39;43;49;51;53;7;14;19;24;32;42;43;46;48;51;18;20;21;22;30;33;36;42;48;50
0537;2;10;21;32;40;43;45;49;56;59;2;3;11;14;19;25;26;48;55;57;4;6;13;14;15;25;27;47;49;52;1137;5;14;35;38;43;47;48;49;54;57;2;6;13;16;19;23;31;41;43;51;4;16;26;36;44;46;53;56;58;59
0538;5;8;15;19;23;25;33;38;48;51;7;8;15;17;21;34;48;51;54;60;2;3;4;13;28;29;40;43;46;59;1138;7;10;11;27;30;37;38;44;47;49;5;8;16;24;34;41;43;49;51;58;11;14;15;18;21;23;25;28;48;53
0539;1;7;13;16;18;26;34;38;41;56;1;3;7;11;14;31;37;41;57;60;6;8;17;19;27;33;42;43;53;59;1139;1;2;11;18;29;32;43;48;55;60;4;12;16;27;38;39;42;54;55;58;11;19;20;24;27;33;35;36;49;51
0540;3;9;11;12;24;29;40;46;48;58;5;21;22;29;30;37;38;40;54;60;1;12;15;28;30;34;43;44;48;54;1140;2;10;21;33;35;36;42;46;49;50;2;4;6;13;38;41;42;44;46;51;1;9;18;28;35;38;39;46;57;59
0541;2;9;16;23;36;38;42;45;47;55;2;5;12;15;19;20;25;34;40;52;1;7;11;12;21;23;24;28;38;59;1141;1;2;10;13;15;32;38;47;49;56;7;13;23;24;25;38;46;49;50;53;2;5;6;15;31;41;42;43;47;57
0542;3;10;20;26;27;41;43;48;50;53;15;26;30;33;40;42;47;50;54;59;6;10;21;28;30;42;46;51;53;54;1142;5;6;10;16;22;31;39;44;45;52;2;5;17;18;24;29;32;35;49;54;5;16;22;25;26;29;32;33;45;59
0543;5;9;14;16;23;25;27;31;40;49;5;7;11;15;16;17;30;32;46;50;1;2;6;8;20;30;40;51;54;58;1143;6;10;26;27;40;42;46;51;52;56;3;8;9;15;16;26;41;42;47;53;13;16;21;30;33;40;42;46;53;56
0544;8;10;13;17;24;29;34;41;50;55;3;4;6;10;11;13;15;21;27;58;2;6;8;22;29;37;46;52;53;59;1144;1;5;11;12;15;40;45;48;53;58;3;5;7;20;22;28;32;33;48;57;4;5;6;11;18;36;38;42;57;60
